"Country","Age","Gender","Kids","Education","WorkStatus","Income","Job","ExpYears","ExpMonths","Community","Marital","Sons","Daughters","DPQues1","DPQues2","DPQues3","DPQues4","DPQues5","AIPQues1","AIPQues2","AIPQues3","AIPQues4","AIPQues5","AIPQues6","AIPQues7","AIPQues8","AIPQues9","AIPQues10","AIPQues11","AIPQues12","AIPQues13","AIPQues14","AIPQues15","GPQues1","GPQues2","GPQues3","GPQues4","GPQues5","GPQues6","GPQues7","GPQues8","GPQues9","GPQues10","GPQues11","GPQues12","GPQues13","GPQues14","GPQues15","GPQues16","GPQues17","GPQues18","GPQues19","GPQues20","SWLSQues1","SWLSQues2","SWLSQues3","SWLSQues4","SWLSQues5","SelfQuestion","OthQuestion","GPMean","AIPMean","SWLSMean","DPMean","HDI","Category","matching"
"Australia",28,"Male","No","deg","student",10000,"Student",0,0,"Village","Single",0,0,5,5,3,2,1,1,1,2,1,5,5,5,5,5,5,4,1,4,1,5,5,1,4,1,1,4,5,2,5,1,2,5,1,5,5,5,1,5,5,5,3,2,2,3,1,"yes","yes",3.4,3.3,2.2,3.2,0.939,"Very high human development",1
"Australia",55,"Male","Yes","phd","full-time",55000,"Na",0,0,"Village","Married",1,2,3,2,3,2,1,1,1,3,4,3,1,1,3,4,3,4,2,3,1,2,2,1,2,4,3,2,3,2,3,1,5,1,1,2,3,3,1,3,2,2,2,2,3,4,4,"no","no",2.3,2.4,3,2.2,0.939,"Very high human development",1
"Australia",37,"Male","Yes","dip","full-time",45000,"Na",8,0,"Rural/Country","Married",2,0,4,2,2,1,2,2,1,5,4,2,4,2,4,3,4,2,2,3,2,5,5,2,3,1,2,3,4,2,4,3,2,5,3,3,4,4,2,3,2,3,3,2,2,3,2,"no","no",3,3,2.4,2.2,0.939,"Very high human development",1
"Australia",23,"Female","No","deg","student",15000,"Student",5,6,"Village","Single",0,0,4,5,4,2,2,5,3,5,4,5,5,5,4,5,5,2,5,5,3,5,4,4,3,5,5,2,4,3,5,5,4,5,5,5,5,5,4,5,5,4,4,4,3,2,2,"yes","yes",4.3,4.4,3,3.4,0.939,"Very high human development",1
"Australia",67,"Male","Yes","ltuni","full-time",0,"Na",0,0,"Village","Divorced",4,1,3,2,2,2,2,3,1,1,1,3,2,2,2,4,3,3,1,4,1,2,2,2,2,1,2,2,2,1,3,1,4,2,3,3,3,4,3,2,3,3,4,5,3,3,3,"yes","no",2.4,2.2,3.6,2.2,0.939,"Very high human development",0
"Australia",25,"Male","No","ma","unemployed",10000,"Na",0,0,"Small Town","Married",0,0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,"yes","yes",4,3.5,2.2,3.2,0.939,"Very high human development",1
"Australia",23,"Female","No","ltuni","full-time",35000,"Na",0,6,"Village","Single",0,0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,"yes","yes",4,3.5,2,3.8,0.939,"Very high human development",1
"Australia",32,"Male","No","lthigh","full-time",67500,"Na",9,0,"Village","Married",0,0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,"yes","yes",3.8,3.2,1.4,4.2,0.939,"Very high human development",1
"Australia",25,"Male","No","deg","student",25000,"Student",0,6,"Village","Single",0,0,4,3,2,4,4,3,3,3,5,5,4,4,3,4,5,3,4,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,1,1,2,"yes","yes",3.2,3.8,1.6,3.4,0.939,"Very high human development",1
"Australia",32,"Male","No","deg","full-time",87500,"Na",2,0,"Village","Single",0,0,4,4,4,3,3,3,2,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,3,3,3,4,3,"yes","yes",4,4,3.2,3.6,0.939,"Very high human development",1
"Australia",32,"Female","No","ma","full-time",67500,"Na",3,0,"Rural/Country","Single",0,0,3,4,3,3,3,5,2,3,3,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,5,4,4,4,5,3,3,5,4,3,3,4,4,4,"yes","no",4,3.9,3.6,3.2,0.939,"Very high human development",0
"Australia",28,"Male","Yes","ma","full-time",55000,"Na",7,0,"Village","Married",0,1,2,3,2,1,1,1,1,3,2,2,2,1,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,1,3,1,3,3,2,4,5,5,4,3,"no","no",2.2,1.9,4.2,1.8,0.939,"Very high human development",1
"Australia",45,"Male","No","ma","full-time",150000,"Na",4,1,"Village","Widowed",0,0,4,4,4,3,3,3,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,2,"yes","yes",3.7,3.7,3.2,3.6,0.939,"Very high human development",1
"Australia",37,"Male","No","deg","unemployed",10000,"Na",5,0,"Village","Married",0,0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,"yes","yes",3.5,2.6,3.6,4.6,0.939,"Very high human development",1
"Australia",45,"Male","Yes","high","full-time",150000,"Na",1,0,"Rural/Country","Married",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,"yes","no",1.8,1,2.6,1.2,0.939,"Very high human development",0
"Australia",45,"Male","Yes","high","full-time",45000,"Na",0,0,"Village","Divorced",4,1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,"yes","yes",3.2,3.4,2.4,2.2,0.939,"Very high human development",1
"Australia",45,"Male","Yes","ltuni","full-time",87500,"Na",0,0,"Village","Divorced",1,1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes",3.5,3.9,2,3.8,0.939,"Very high human development",1
"Australia",28,"Female","No","ltuni","full-time",55000,"Na",3,4,"Medium-Sized","Married",0,0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no",2.5,1.6,1.2,3.4,0.939,"Very high human development",0
"Australia",45,"Female","Yes","lthigh","full-time",55000,"Na",0,0,"Medium-Sized","Married",1,1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes",3.8,3.4,3.2,3.4,0.939,"Very high human development",1
"Australia",32,"Female","No","ltuni","full-time",67500,"Na",6,1,"Village","Married",0,0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes",3.4,3.6,3.2,3,0.939,"Very high human development",1
"Australia",37,"Male","Yes","ltuni","part-time",45000,"Na",3,10,"Village","Married",1,3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes",3.8,3.5,1.4,3.2,0.939,"Very high human development",1
"Australia",37,"Female","Yes","deg","full-time",45000,"Na",0,0,"Large Town","Married",1,0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no",3,3,3,4.4,0.939,"Very high human development",0
"Australia",20,"Male","No","deg","part-time",15000,"Na",4,7,"Rural/Country","Single",0,0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes",4,4.2,3.8,4,0.939,"Very high human development",1
"Australia",32,"Female","No","","full-time",67500,"Na",6,0,"Village","Married",0,0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no",1.5,1.6,4.8,1.6,0.939,"Very high human development",1
"Australia",24,"Female","No","ltuni","student",15000,"Student",5,0,"Village","Single",0,0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,"yes","yes",4.2,4,1.2,3.4,0.939,"Very high human development",1
"Australia",55,"Female","Yes","deg","full-time",87500,"Na",5,0,"Village","Married",1,1,5,5,3,2,2,1,5,5,5,5,5,5,3,5,5,2,3,3,4,3,3,2,3,3,4,2,3,3,4,4,3,4,3,4,4,5,5,3,3,3,4,3,3,5,4,"yes","yes",3.4,3.9,3.8,3.4,0.939,"Very high human development",1
"Australia",28,"Female","No","deg","full-time",87500,"Na",2,0,"Village","Married",0,0,2,2,2,2,2,1,1,4,2,2,3,2,3,2,3,4,2,3,1,2,3,1,3,2,5,2,2,2,3,2,3,3,5,4,3,3,3,3,4,4,5,5,5,5,4,"yes","yes",3,2.3,4.8,2,0.939,"Very high human development",1
"Australia",32,"Female","No","ltuni","full-time",45000,"Na",1,9,"Village","Married",0,0,4,4,4,2,2,3,2,3,3,2,4,2,5,1,2,3,2,3,2,2,3,2,1,3,3,5,4,2,3,1,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,"yes","no",2.7,2.6,3.4,3.2,0.939,"Very high human development",0
"Australia",23,"Male","No","dip","full-time",67500,"Na",5,5,"Medium-Sized","Single",0,0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,"yes","yes",3.6,3.1,1.8,3.6,0.939,"Very high human development",1
"Australia",45,"Female","No","deg","full-time",55000,"Na",14,0,"Village","Married",0,0,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,3,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,1,2,3,3,4,3,3,"no","no",1.6,1.5,3.2,1.6,0.939,"Very high human development",1
"Australia",37,"Female","Yes","deg","part-time",67500,"Na",0,3,"Village","Married",1,0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,"yes","no",2.8,2.2,3.2,2.2,0.939,"Very high human development",0
"Australia",37,"Male","Yes","ma","full-time",150000,"Na",14,0,"Village","Divorced",1,1,2,5,3,3,3,3,2,5,4,4,3,5,4,3,3,4,3,3,4,5,5,3,5,4,3,2,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,3,3,3,2,"yes","yes",3.8,3.7,2.8,3.2,0.939,"Very high human development",1
"Australia",45,"Male","No","ltuni","full-time",67500,"Na",0,0,"Village","Married",0,0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,4,2,1,3,3,3,3,2,3,2,4,5,5,5,5,"yes","no",2.4,1.5,4.8,1.6,0.939,"Very high human development",0
"Australia",32,"Female","Yes","dip","part-time",45000,"Na",10,0,"Large Town","Married",2,1,4,4,4,3,3,4,3,5,4,3,2,5,3,4,4,4,4,4,3,3,3,4,5,4,5,3,2,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,"yes","yes",3.7,3.7,2.8,3.6,0.939,"Very high human development",1
"Australia",24,"Female","No","deg","full-time",45000,"Na",3,0,"Small Town","Single",0,0,3,4,4,4,4,1,2,4,3,3,2,4,2,1,2,3,2,5,1,2,3,4,3,2,5,2,3,4,4,4,4,4,1,4,2,5,4,3,4,4,2,2,2,2,2,"yes","yes",3.5,2.5,2,3.8,0.939,"Very high human development",1
"Australia",22,"Female","No","ltuni","part-time",10000,"Na",1,0,"Small Town","Married",0,0,5,5,5,4,4,4,2,3,3,4,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,5,4,5,2,5,5,2,4,5,5,5,5,5,4,4,4,4,3,1,"yes","yes",4.3,4,3.2,4.6,0.939,"Very high human development",1
"Australia",37,"Female","Yes","lthigh","part-time",35000,"Na",3,0,"Small Town","Married",2,2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,"yes","no",2.4,2.1,3.6,3.4,0.939,"Very high human development",0
"Australia",37,"Male","Yes","ltuni","full-time",0,"Na",12,0,"Small Town","Separated",0,1,4,3,3,3,3,4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3.4,3,2.8,3.2,0.939,"Very high human development",1
"Australia",22,"Female","No","deg","full-time",35000,"Na",0,6,"Village","Single",0,0,4,2,4,3,3,1,2,2,4,3,4,3,4,3,5,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,4,3,1,2,4,3,4,4,3,3,4,4,4,4,3,"yes","yes",2.9,2.9,3.8,3.2,0.939,"Very high human development",1
"Austria",37,"Female","No","ltuni","part-time",15000,"Na",10,0,"Village","Married",0,0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,"yes","yes",4.3,4.2,1.8,4.2,0.893,"Very high human development",1
"Austria",55,"Female","No","ltuni","full-time",35000,"Language Trainer",14,0,"Large Town","Married",0,0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,"yes","yes",3.8,3.1,3.4,4.4,0.893,"Very high human development",1
"Austria",32,"Male","No","deg","part-time",35000,"Editor",0,2,"Medium-Sized","Married",0,0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,"yes","yes",3.2,2.7,2.6,3.6,0.893,"Very high human development",1
"Bahamas",55,"Female","No","ma","full-time",67500,"Manager",2,0,"Medium-Sized","Single",0,0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,"yes","yes",3.6,3,2,3.4,0.792,"High human development",1
"Barbados",23,"Female","No","deg","student",0,"Student",3,0,"Small Town","Single",0,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.9,1.8,2,1.6,0.795,"High human development",1
"Belgium",22,"Female","Yes","high","part-time",25000,"Manager",5,3,"Small Town","Divorced",3,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,"no","yes",3,3.1,4.2,5,0.896,"Very high human development",0
"Belgium",22,"Female","No","deg","part-time",67500,"Na",2,3,"Small Town","Single",0,0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,"yes","NA",2.8,3.2,3.2,2.6,0.896,"Very high human development",0
"Belgium",28,"Female","Yes","ma","student",0,"Student",4,0,"Village","Married",2,0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,"yes","yes",4.5,4.6,2,5,0.896,"Very high human development",1
"Belgium",45,"Male","No","ma","unemployed",55000,"Na",3,0,"Large-City","Divorced",0,0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,"yes","no",3.8,3,1,2.6,0.896,"Very high human development",0
"Belgium",55,"Female","Yes","deg","full-time",87500,"Na",17,5,"","Separated",0,2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,"yes","yes",3.2,3.5,2,3,0.896,"Very high human development",1
"Belgium",45,"Male","Yes","ma","full-time",250000,"Na",14,0,"Village","Married",0,2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,"yes","no",2.8,2.3,3.8,3,0.896,"Very high human development",0
"Belgium",28,"Male","No","ma","student",15000,"Student",1,0,"Small Town","Single",0,0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.3,2.6,3.6,0.896,"Very high human development",1
"Belgium",55,"Male","Yes","ma","full-time",15000,"Na",0,0,"Village","Separated",1,0,2,3,3,3,3,4,4,5,3,3,3,3,5,4,4,4,4,3,4,5,5,2,5,4,4,3,4,2,5,4,4,4,3,4,5,2,3,4,5,4,2,2,3,3,1,"yes","yes",3.8,3.9,2.2,2.8,0.896,"Very high human development",1
"Belgium",28,"Male","No","deg","full-time",25000,"Na",3,0,"Small Town","Married",0,0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,"yes","no",3.1,3.1,3,3.2,0.896,"Very high human development",0
"Bermuda",37,"Male","Yes","deg","full-time",150000,"Na",2,0,"Medium-Sized","Married",1,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,2,2,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,4,3,4,3,"yes","yes",2.5,2.7,3.4,3,NA,NA,1
"Bermuda",19,"Male","No","ltuni","full-time",150000,"Na",1,0,"Small Town","Single",0,0,4,1,1,1,1,1,1,1,1,1,2,3,2,5,3,2,1,3,1,3,4,1,4,4,1,3,3,1,4,5,3,1,4,4,3,5,3,2,2,4,5,2,1,1,1,"yes","yes",3,2,2,1.6,NA,NA,1
"Bolivia",45,"Male","Yes","deg","part-time",35000,"Na",0,0,"Village","Married",1,1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,"yes","yes",2.9,2.9,3.6,3.2,0.674,"Medium human development",1
"Botswana",37,"Female","No","deg","student",10000,"Student",3,1,"Village","Widowed",0,0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,"yes","no",3,3,1.8,1.4,0.698,"Medium human development",0
"Brazil",20,"Female","No","ltuni","student",10000,"Student",0,0,"Large-City","Single",0,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",4.4,4.4,3.4,3.8,0.754,"High human development",1
"Brazil",67,"Male","No","ma","retired",10000,"Retired",23,0,"Small Town","Divorced",0,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,"yes","no",2.4,2.3,3.6,2.6,0.754,"High human development",0
"Brazil",45,"Female","No","dip","full-time",15000,"Journalist",7,0,"Large-City","Single",0,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4.2,4.3,2.2,4.4,0.754,"High human development",1
"Brazil",25,"Male","No","deg","full-time",67500,"Analyst",4,0,"Large-City","Single",0,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3,2.9,3.8,3.2,0.754,"High human development",1
"Brazil",45,"Female","Yes","deg","full-time",15000,"Translator",10,10,"Large-City","Married",1,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes","NA",3.6,3.1,2.8,4,0.754,"High human development",0
"Brazil",28,"Male","No","high","part-time",10000,"Trainee",0,5,"Large-City","Married",0,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.2,1.7,2.8,2.6,0.754,"High human development",0
"Brazil",28,"Male","No","ltuni","full-time",45000,"Designer",8,7,"Large-City","Single",0,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.3,4.3,2,4.6,0.754,"High human development",1
"Brazil",28,"Male","No","deg","full-time",25000,"Na",6,0,"Large-City","Single",0,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2.8,2.6,4.2,2.4,0.754,"High human development",0
"Brazil",37,"Male","Yes","phd","full-time",150000,"Engineer",8,0,"Medium-Sized","Married",1,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3.5,2.9,3,3,0.754,"High human development",1
"Brazil",28,"Male","No","phd","student",15000,"Student",0,1,"","Married",0,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",4.6,3.7,1.2,5,0.754,"High human development",1
"Brazil",23,"Male","No","ltuni","student",0,"Student",0,0,"Large-City","Single",0,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",3.4,2.9,3.4,4.2,0.754,"High human development",1
"Brazil",55,"Female","No","deg","full-time",10000,"Musician",23,0,"Large-City","Single",0,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",2.6,1.4,2,2.8,0.754,"High human development",0
"Brazil",37,"Female","Yes","deg","full-time",55000,"Na",1,0,"Large-City","Married",2,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2.4,1.5,4.8,2,0.754,"High human development",1
"Brazil",45,"Male","Yes","phd","full-time",45000,"College Professor",3,0,"Large-City","Married",0,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",3.6,3.2,3.2,4.6,0.754,"High human development",1
"Brazil",24,"Male","No","dip","unemployed",10000,"Na",0,0,"Large-City","Single",0,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3.6,2.9,1.6,3,0.754,"High human development",0
"Brazil",22,"Male","No","ltuni","student",150000,"Student",3,0,"Village","Single",0,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.8,4,1.6,3.2,0.754,"High human development",1
"Brazil",23,"Male","No","ltuni","part-time",10000,"Na",0,1,"Small Town","Single",0,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3.1,3.5,1.8,3.4,0.754,"High human development",1
"Brazil",22,"Male","No","ltuni","student",0,"Student",0,0,"Large-City","Single",0,0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,"yes","yes",3.7,3.4,2.4,3.4,0.754,"High human development",1
"Brazil",45,"Male","No","deg","full-time",45000,"Na",10,0,"Village","Married",0,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",4,4.3,2.2,3.2,0.754,"High human development",1
"Brazil",37,"Male","No","ma","full-time",87500,"Na",12,6,"Village","Single",0,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",4.5,4.6,2.2,5,0.754,"High human development",1
"Brunei",80,"Female","Yes","phd","full-time",250000,"Na",30,11,"Large-City","Separated",10,10,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes",3,3.1,5,5,0.865,"Very high human development",1
"Bulgaria",28,"Female","No","ltuni","unemployed",10000,"Na",0,0,"Village","Married",0,0,5,5,5,5,4,1,1,3,1,5,5,5,4,5,5,5,3,2,1,2,5,3,4,3,4,2,5,4,5,5,1,5,3,3,5,2,5,5,5,5,1,1,1,1,1,"yes","yes",4,3.2,1,4.8,0.794,"High human development",1
"Bulgaria",55,"Female","Yes","phd","full-time",10000,"Na",0,0,"Small Town","Widowed",1,0,4,4,3,3,3,2,1,1,3,2,3,2,4,1,4,4,2,3,2,2,4,3,1,4,3,2,4,3,4,3,3,4,2,2,3,3,3,3,4,1,1,3,2,3,2,"yes","no",3,2.4,2.2,3.4,0.794,"High human development",0
